Datum;Uur;lon;lat;Bever
02/10/2018;6:13:00;4,5991461;50,9961917;BE1016
02/10/2018;18:11:00;4,5987245;50,9971333;BE1016
03/10/2018;0:37:00;4,600449;50,9948445;BE1016
03/10/2018;3:55:00;4,5988062;50,9974042;BE1016
09/10/2018;9:15:00;4,599194191;50,99656798;BE1016
10/10/2018;22:11:00;4,5893594;50,9992113;BE1016
11/10/2018;1:00:00;4,5986635;50,9978862;BE1016
17/10/2018;8:25:00;4,59766265;50,99906798;BE1016
17/10/2018;21:57:00;4,5977283;50,9993901;BE1016
18/10/2018;0:24:00;4,5978992;50,9990954;BE1016
18/10/2018;7:50:00;4,597667679;50,99912263;BE1016
18/10/2018;16:00:00;4,5978584;50,9993198;BE1016
22/10/2018;21:34:00;4,5979679;50,9992778;BE1016
06/11/2018;22:30:00;4,5977283;50,9993901;BE1016
