Datum;Uur;lon;lat;Bever
21/09/2018;4:30:00;4,6764375;50,9829704;BE1013
21/09/2018;5:10:00;4,6700105;50,983827;BE1013
21/09/2018;7:00:00;4,652758;50,9870616;BE1013
22/09/2018;16:49:00;4,6598342;50,9893611;BE1013
25/09/2018;18:19:00;4,6885067;50,9776997;BE1013
25/09/2018;20:28:00;4,6885192;50,9782393;BE1013
27/09/2018;17:00:00;4,6883773;50,978291;BE1013
27/09/2018;20:10:00;4,68757;50,9790791;BE1013
27/09/2018;22:04:00;4,6888924;50,9728861;BE1013
28/09/2018;0:50:00;4,6893844;50,9735076;BE1013
28/09/2018;4:30:00;4,6895529;50,9739019;BE1013
28/09/2018;5:44:00;4,6897547;50,9745206;BE1013
02/10/2018;7:12:00;4,6897829;50,9743603;BE1013
02/10/2018;19:03:00;4,6885323;50,9776782;BE1013
02/10/2018;21:27:00;4,6834148;50,9805147;BE1013
02/10/2018;23:48:00;4,6648089;50,9886047;BE1013
03/10/2018;5:13:00;4,677273;50,9824981;BE1013
10/10/2018;23:02:00;4,6765617;50,9807653;BE1013
11/10/2018;0:33:00;4,6699763;50,9840901;BE1013
16/10/2018;;4,6868954;50,9794494;BE1013
17/10/2018;22:29:00;4,6894104;50,9732967;BE1013
17/10/2018;23:53:00;4,6894802;50,9736031;BE1013
18/10/2018;16:49:00;4,6895352;50,975676;BE1013
22/10/2018;22:15:00;4,6719326;50,9831467;BE1013
22/10/2018;23:35:00;4,6576439;50,9883029;BE1013
23/10/2018;6:10:00;4,683052115;50,98046858;BE1013
23/10/2018;18:10:00;4,689471647;50,97584623;BE1013
06/11/2018;22:48:00;4,659686;50,9892738;BE1013
07/11/2018;0:21:00;4,6691753;50,9865899;BE1013
08/11/2018;6:40:00;4,688707218;50,97773559;BE1013
14/11/2018;6:50:00;4,688778296;50,97762983;BE1013
20/11/2018;6:00:00;4,688687436;50,97785971;BE1013
22/11/2018;19:24:00;4,688538;50,9778326;BE1013
29/11/2018;3:05:00;4,6886172;50,9776398;BE1013
29/11/2018;3:56:00;4,6885052;50,9779909;BE1013
04/12/2018;6:00:00;4,66415897;50,98874069;BE1013
04/12/2018;18:02:00;4,66247052;50,98974083;BE1013
05/12/2018;14:20:00;4,663499817;50,98893654;BE1013
