Datum;Uur;lon;lat;Bever
06/11/2018;22:34:00;4,6056191;50,9921283;BE1005
07/11/2018;0:41:00;4,6057134;50,9923646;BE1005
14/11/2018;6:30:00;4,619620889;50,99346284;BE1005
20/11/2018;6:30:00;4,607511386;50,99232244;BE1005
29/11/2018;2:30:00;4,6012978;50,9921452;BE1005
04/12/2018;6:20:00;4,618009552;50,99301504;BE1005
04/12/2018;17:50:00;4,626993947;50,99242437;BE1005
10/12/2018;12:57:00;4,6032032;50,9910817;BE1005
16/01/2019;12:07:00;4,6032467;50,9910827;BE1005
17/01/2019;16:43:00;4,6261075;50,9931031;BE1005
20/01/2019;0:36:00;4,6509044;50,9869416;BE1005
20/01/2019;0:49:00;4,6421136;50,9869401;BE1005
21/01/2019;20:59:00;4,6032585;50,9918069;BE1005
21/01/2019;23:38:00;4,6032934;50,9915697;BE1005
24/01/2019;21:51:00;4,6280261;50,9923459;BE1005
05/02/2019;0:30:00;4,6032943;50,9915185;BE1005
05/02/2019;2:47:00;4,6032554;50,9916755;BE1005
06/02/2019;1:48:00;4,6408505;50,9870886;BE1005
08/02/2019;0:41:00;4,6033094;50,9916496;BE1005
09/02/2019;17:30:00;4,603420682;50,99112483;BE1005
10/02/2019;8:46:00;4,6033904;50,9910985;BE1005
12/02/2019;1:44:00;4,60147;50,9919584;BE1005
12/02/2019;23:58:00;4,6342758;50,9914394;BE1005
13/02/2019;19:15:00;4,6031672;50,9917988;BE1005
14/02/2019;7:15:00;4,602589197;50,99204726;BE1005
20/02/2019;0:45:00;4,6455566;50,9855148;BE1005
22/02/2019;1:44:00;4,603352286;50,99095452;BE1005
01/03/2019;1:04:00;4,603407606;50,99137068;BE1005
06/03/2019;1:04:00;4,6520361;50,9870284;BE1005
05/04/2019;3:42:00;4,648058005;50,9859208;BE1005
05/04/2019;6:45:00;4,603339881;50,99120502;BE1005
09/04/2019;23:19:00;4,6021115;50,9919806;BE1005
10/04/2019;0:10:00;4,6059311;50,9925435;BE1005
01/05/2019;3:15:00;4,62237753;50,99299922;BE1005
17/05/2019;0:11:00;4,638131149;50,9912122;BE1005
17/05/2019;1:59:00;4,621132314;50,99301863;BE1005
