Datum;Uur;lon;lat;Bever
18/02/2018;0:40:00;4,6032863;50,9914292;BE1005
18/02/2018;11:28:00;4,6032058;50,9910193;BE1005
18/02/2018;1:39:00;4,6033546;50,990953;BE1005
20/02/2018;1:15:00;4,612619653;50,99282047;BE1005
20/02/2018;20:30:00;4,603267796;50,99125926;BE1005
21/02/2018;23:15:00;4,6033144;50,9916976;BE1005
22/02/2018;2:36:00;4,603368;50,9912181;BE1005
27/02/2018;12:55:00;4,6021356;50,9903638;BE1005
28/02/2018;0:45:00;4,602758512;50,9899907;BE1005
28/02/2018;1:50:00;4,602288455;50,99037543;BE1005
28/02/2018;19:46:00;4,601933733;50,99054131;BE1005
03/03/2018;11:30:00;4,602277726;50,99038324;BE1005
05/03/2018;10:40:00;4,6021932;50,9903419;BE1005
05/03/2018;23:42:00;4,603321105;50,9911894;BE1005
06/03/2018;1:08:00;4,594053067;51,00011348;BE1005
07/03/2018;20:50:00;4,602150992;50,99044275;BE1005
08/03/2018;18:25:00;4,602306224;50,99040012;BE1005
09/03/2018;17:45:00;4,603203759;50,99112377;BE1005
11/03/2018;7:39:00;4,603239633;50,99111322;BE1005
14/03/2018;7:05:00;4,603266455;50,99111385;BE1005
19/03/2018;6:00:00;4,603305347;50,99102311;BE1005
24/03/2018;12:35:00;4,603222869;50,99115986;BE1005
28/03/2018;6:20:00;4,603303671;50,99090007;BE1005
28/03/2018;22:16:00;4,6033278;50,9913295;BE1005
29/03/2018;2:10:00;4,6166933;50,9926903;BE1005
03/04/2018;13:59:00;4,6031964;50,9909885;BE1005
13/04/2018;23:10:00;4,614263847;50,99255584;BE1005
19/04/2018;23:55:00;4,6011043;50,9933385;BE1005
20/04/2018;0:56:00;4,605031;50,9917448;BE1005
26/04/2018;10:10:00;4,603418;50,99094291;BE1005
26/04/2018;19:40:00;4,6034076;50,9908969;BE1005
26/04/2018;23:16:00;4,6089926;50,9925164;BE1005
01/05/2018;8:40:00;4,603429735;50,99095283;BE1005
02/05/2018;18:31:00;4,603417;50,9909357;BE1005
07/05/2018;15:11:00;4,6031923;50,9911227;BE1005
08/05/2018;19:15:00;4,603191;50,9910839;BE1005
09/05/2018;1:06:00;4,6327329;50,9921095;BE1005
09/05/2018;1:16:00;4,6350503;50,9923526;BE1005
09/05/2018;1:54:00;4,6342885;50,9916098;BE1005
14/05/2018;15:20:00;4,6032406;50,9911058;BE1005
17/05/2018;5:08:00;4,6109748;50,9935816;BE1005
17/05/2018;11:30:00;4,603242;50,9910991;BE1005
23/05/2018;4:40:00;4,6347767;50,9922024;BE1005
24/05/2018;4:44:00;4,6450067;50,9855654;BE1005
24/05/2018;8:32:00;4,6032205;50,9910974;BE1005
31/05/2018;4:33:00;4,6366543;50,991316;BE1005
04/06/2018;23:10:00;4,6042156;50,992015;BE1005
05/06/2018;0:49:00;4,6134531;50,9929942;BE1005
05/06/2018;2:53:00;4,6344441;50,9918259;BE1005
05/06/2018;4:21:00;4,6344441;50,9918259;BE1005
07/06/2018;10:47:00;4,60198;50,9905521;BE1005
14/06/2018;11:55:00;4,6031923;50,9911227;BE1005
19/06/2018;6:20:00;4,60343644;50,99090788;BE1005
25/06/2018;6:30:00;4,603264444;50,99094629;BE1005
28/06/2018;9:30:00;4,6032245;50,991089;BE1005
03/07/2018;6:05:00;4,603383802;50,99129281;BE1005
13/07/2018;7:55:00;4,625586122;50,99320961;BE1005
17/07/2018;7:15:00;4,623933546;50,99269533;BE1005
01/08/2018;12:00:00;4,6266818;50,9923459;BE1005
09/08/2018;11:00:00;4,612391;50,9931731;BE1005
09/10/2018;10:15:00;4,645094834;50,98536402;BE1005
10/10/2018;22:38:00;4,6466428;50,9855102;BE1005
11/10/2018;0:53:00;4,6110406;50,9934583;BE1005
17/10/2018;8:00:00;4,627102911;50,99222368;BE1005
17/10/2018;22:04:00;4,6010819;50,9922388;BE1005
18/10/2018;0:21:00;4,6011981;50,992173;BE1005
18/10/2018;16:23:00;4,650772;50,9870388;BE1005
22/10/2018;21:54:00;4,6440266;50,9855029;BE1005
22/10/2018;23:48:00;4,6067931;50,9925565;BE1005
22/10/2018;23:53:00;4,605375;50,9917474;BE1005
23/10/2018;6:30:00;4,616577253;50,99250098;BE1005
23/10/2018;17:45:00;4,626613744;50,99240728;BE1005
