Datum;Uur;lon;lat;Bever
29/05/2018;2:00:00;4,6711421;50,9858963;BE1010
31/05/2018;4:42:00;4,6576184;50,9882399;BE1010
31/05/2018;5:09:00;4,6594262;50,9893204;BE1010
31/05/2018;;4,6575272;50,9883682;BE1010
31/05/2018;7:10:00;4,6584553;50,9883074;BE1010
31/05/2018;11:33:00;4,6596355;50,9893744;BE1010
02/06/2018;6:05:00;4,683074243;50,98427281;BE1010
04/06/2018;21:23:00;4,6787408;50,9860145;BE1010
05/06/2018;2:11:00;4,672848;50,9829853;BE1010
05/06/2018;4:38:00;4,6693236;50,9864434;BE1010
05/06/2018;5:18:00;4,6701658;50,9840119;BE1010
07/06/2018;5:23:00;4,6814686;50,98515;BE1010
14/06/2018;12:35:00;4,67884;50,9860584;BE1010
25/06/2018;13:55:00;4,65993315;50,98937319;BE1010
25/06/2018;5:45:00;4,676790163;50,98596976;BE1010
28/06/2018;5:59:00;4,6550328;50,9877941;BE1010
28/06/2018;8:25:00;4,659512;50,989415;BE1010
13/07/2018;7:30:00;4,658365734;50,98834539;BE1010
27/07/2018;14:00:00;4,667915404;50,98670003;BE1010
01/08/2018;12:28:00;4,6884692;50,9777402;BE1010
09/08/2018;11:20:00;4,6886811;50,9779007;BE1010
10/08/2018;15:45:00;4,688810483;50,97782129;BE1010
14/08/2018;17:49:00;4,688848369;50,97790932;BE1010
16/08/2018;8:15:00;4,659127817;50,98931347;BE1010
20/08/2018;7:30:00;4,658806957;50,98867569;BE1010
28/08/2018;13:34:00;4,6888105;50,9778213;BE1010
29/08/2018;11:07:00;4,6885067;50,9776997;BE1010
10/09/2018;13:03:00;4,6888748;50,9777163;BE1010
